"GENE","ZT0","ZT4","ZT8","ZT12","ZT16","ZT20","ZT24","ZT28","ZT32","ZT36","ZT40","ZT44"
"GENE72",0.595390825123514,1.45254077311874,1.49151197202491,-0.912947173743214,0.0979543485011382,1.42159037904114,0.0581603590679105,-0.434532062295902,1.56476285124146,-0.398132329351445,-0.716078584915517,0.298750282956958
"GENE39",-1.59504066334411,-0.518105147913532,0.889125937350046,-0.780578152490819,1.21261442676781,-0.053898838254412,0.204559247445665,-0.647989982197624,1.00105122690157,0.527469594620567,0.112750845587959,-0.872544462592841
"GENE91",0.470687481767303,0.17722485990705,-0.149149175228185,-0.740780162981113,0.565547428857396,-0.627619076283409,-0.321263051819576,-0.0950604950671269,-0.111852508546554,0.42198994434515,1.10671108827322,0.540083187717417
"GENE35",-1.44520914625462,-0.59425122544907,0.751434854693067,-0.805376445027602,1.19579580368846,-0.0350877823763294,0.232423423389462,-0.399512796856717,0.73391116407907,0.579996632227785,-0.00213302783099505,-0.912667153725478
"GENE30",-1.14966844353744,0.463588179111152,1.31249362016279,-0.835706820779554,-0.0858310715404347,-0.690571838388912,0.608777624890921,0.165098835561157,1.50333860993751,-0.35192522567432,0.789976248216746,0.886462393632364
"GENE5",-0.121698560885796,-0.822059194722271,0.20837581239676,-1.30382157897914,-0.627581692773258,1.5353108981417,-0.56727955327906,0.845009790669702,-0.0273144005986399,0.772237149696117,0.835513999447398,1.28559715515026
"GENE8",0.467630931431293,0.388737287607558,0.190926860385136,-0.853657476487826,0.508708127217982,-0.576456675723067,-0.476620083246842,0.0923766333097679,-0.188367222595777,0.577792827191054,1.11392784276352,0.412966079385179
"GENE12",0.28972364858421,-0.943846067048035,0.292977118058353,-1.30466759259767,-1.15159340840182,1.84735565387233,-0.801644843376455,1.02730572364111,-0.328121852334284,0.720158475537505,0.849060864185729,0.967051189249622
"GENE13",-0.58017809776221,-0.329252702789291,0.0524850259156772,-0.146557439005235,2.36098674828816,-1.22525068124933,0.486181331467226,-1.53914135983901,0.658891757899658,-0.796022356283427,-0.113054316441648,-1.28609431800524
"GENE19",0.533930518409403,1.48924910474904,1.24577768939464,-0.933380707796475,0.153787968777214,1.45401143978213,0.127934059632248,-0.53678936863848,1.5479357753604,-0.47408124370234,-0.74136950863731,0.394018282033502
"GENE34",0.344350327530289,0.412487646048637,0.296052789249053,-0.85920327099541,0.454940440477497,-0.5914184442136,-0.517611524191884,0.0941307933028437,-0.113263112177622,0.614029939579441,1.05541295577127,0.494562027640975
"GENE67",0.0924028548177065,0.433943815698746,-0.682881613160316,0.505003688591403,1.32767183031646,0.68945678570709,0.76481109535442,0.493269680696076,0.502550785412734,-0.409410481154693,1.67368349610172,-0.453709828675388
"GENE65",0.465205888911763,0.418745597784226,-0.342031504077101,0.393537440742396,0.981161544010234,1.02744943005747,0.660263558911319,0.432403825570602,0.495672290562419,-0.485495824030872,1.86187667454404,-0.208047360315517
"GENE66",0.128288427127022,0.373088097867124,-0.703105698671345,0.47767887791021,1.28080185233826,0.759873514100061,0.645074745117879,0.579906293907353,0.588966034035323,-0.529272717061568,1.73763269589177,-0.210687163440937
"GENE22",0.383437292170056,0.44934333697188,0.256573671251014,-0.846279859674589,0.662227875564748,-0.535065045924099,-0.382643333949101,0.0647648500875699,-0.257618319054689,0.731424935909909,1.13120099123238,0.326205698699143
"GENE78",0.522510786829502,0.394100146644368,-0.0323566828573937,-0.887078456239066,0.490489215189524,-0.609500633577904,-0.240702469786912,-0.010700876821274,-0.0437420477585772,0.409084552420291,1.06526965169867,0.357809815408966
"GENE74",-1.79043557324474,-0.425795010624124,1.05239095686593,-0.900519165180517,1.22681692659357,-0.174264555764359,0.132698163218003,-0.510149705086892,0.717890889546859,0.460558751813995,0.307181517414342,-0.874045548552434
"GENE48",0.427790143173396,0.242879602388704,-0.163935072950919,-0.958282804386276,0.614928383228812,-0.610634690460702,-0.184792939836203,-0.00967244568683925,-0.30308480490947,0.463155999660344,0.889830058501867,0.608978419854826
"GENE86",0.398604603044998,0.364153275210686,-0.106216852363317,-0.730239962289559,0.514517374741975,-0.600039866560287,0.120919589753173,-0.00769818058124818,-0.213935229562572,0.54810034390113,1.05092054091667,0.614508414460452
"GENE100",1.38763115418696,0.0255832505402927,-0.3598183256473,-0.0300867879869721,1.28406729259958,0.265157069399987,-0.70961766248072,0.926941123073416,-0.107762618908688,0.176781267123359,-1.87522324092124,-0.868352153971612
"GENE17",-0.877891890558965,0.426345435912146,0.812707436902344,-0.743547238548504,-0.325810543451157,-0.569966886348095,0.654587249636478,0.188814316854607,1.24871571906282,-0.136692424640463,1.00698484939398,1.04223435162797
"GENE31",-1.6764959440738,-0.36218260710591,1.00309721444973,-0.983937988338955,1.25392360226863,-0.158529221042743,0.195669337887276,-0.549729500115782,0.807826294867169,0.37747759908037,0.274127047402345,-0.799964096179843
"GENE6",0.648664167601402,0.242218965014725,0.184346332188908,-0.883327150346416,0.327573335880926,-0.796545048254952,-0.244779712489745,-0.0902909471264914,-0.2638029896393,0.488880283952089,0.960812272373713,0.28390919166589
"GENE99",0.540975129075852,0.40964814057373,0.0711476802158122,-0.856050670536011,0.475496561322495,-0.60695297892804,-0.460782662114176,0.19519858975427,-0.165061355194404,0.58462040686383,1.09519717665131,0.439539653492061
"GENE71",0.0288320412573846,0.154690889600875,-0.817548330901807,0.572353130953665,1.43037736337695,0.655649209901077,0.768804428959632,0.495740171520054,0.35305469460115,-0.376966826417427,1.65163006481126,-0.516174777305816
"GENE23",-0.889932633041736,0.391525252723449,0.909555166914529,-0.863443437072783,-0.137924350333483,-0.470377723543477,0.546465485001475,0.139226300592283,1.64549120812612,-0.306206450806146,0.80487035827147,1.02444742670871
"GENE94",-1.66657517287121,-0.59177475467963,0.888403673450908,-0.710530365444989,1.37525366127277,0.108567251422858,0.346427777309937,-0.747039324145875,1.06238805142192,0.478586971525711,0.0704921174534574,-0.852219894968408
"GENE40",0.270076087763835,0.578804316519706,-0.122481406460006,-0.782578176693746,0.598862061352409,-0.630170699973306,0.229703740560115,-0.00360469855157942,-0.185281704390943,0.54768900323188,1.11960186129186,0.600040456498863
"GENE50",0.153313209261855,0.429474836897712,-0.684163074919864,0.404393497280498,1.3794384383278,0.933736890790686,0.733192626010423,0.385541203774956,0.728923652575618,-0.534878311680194,1.7901241238237,-0.148483839853831
"GENE18",-1.38534339213611,-0.263818241015125,0.846145332463727,-0.926916597493523,1.28501334078044,-0.201229819338455,0.212058427431682,-0.303805788304646,0.506639942701135,0.652469146364582,0.0864003748495046,-0.996558265415695
"GENE64",0.331706095549105,-0.945450726207854,0.308319406663874,-1.27871596620073,-1.07446207051073,1.75418891208885,-0.721221789291472,0.880296443542294,-0.238457972484926,0.769271669403767,0.889395686100255,1.23538712371602
"GENE4",0.207897421787221,0.222284446190235,-0.241224057357885,-0.907341875133041,0.593263312155649,-0.678078949694024,-0.25805572019176,-0.0156054164679615,-0.228032192520932,0.476449212211612,0.830752193246583,0.590260121329073
"GENE59",-0.12210462622943,-0.84990459721863,0.255866983800165,-1.33172879605787,-0.546241655365351,1.62575444458667,-0.567010387156047,0.727340574894729,-0.159136473344549,0.712937413130585,0.915252049502381,1.08977663768457
"GENE62",0.686922771103865,1.17565048670851,1.29164063974131,-1.08548228040105,0.499923841462211,1.23812965201056,0.054997698550144,-0.245239440970917,1.29933571409893,-0.177242319350956,-0.705880330512864,0.208820889949161
"GENE41",-0.0430506396177602,-0.751740667546675,0.185509440945149,-1.32308686955831,-0.776371504577763,1.85570086353506,-0.697345064548764,0.882276436837963,-0.20185634586107,0.546152224748946,0.816058586422078,1.23586406967298
"GENE96",0.509940821218258,0.223464361456659,-0.0424761935026627,-1.05043440867323,0.494084111184506,-0.733533308216084,-0.110563237417552,-0.0179644399207619,-0.22410301272742,0.436385357504635,0.830640848280586,0.572143162342176
"GENE20",0.388815418882101,0.569474163270336,0.335228883196938,-1.02472130974896,0.698627595356985,-0.560383523045498,-0.410440522654715,0.00837796596282729,-0.242822342925326,0.797396533497615,1.17149285566349,0.360302611236575
"GENE55",-0.982585076698944,0.242883777376146,1.14191316922178,-0.686999221004077,-0.394972446529945,-0.474577385517774,0.72600857366305,0.333261005818055,1.31106583393242,-0.427139684241714,0.966745160932271,1.03954505191185
"GENE21",-0.750499054299497,0.182530652597312,0.996028227777974,-0.722091003723384,-0.380301598115445,-0.312215264749751,0.817129541340182,0.347506849022633,1.1721174815336,-0.513743458708925,0.950416667709342,1.29484766325791
"GENE81",0.814835323526844,0.262955610349117,0.214849304085594,-0.774290218235362,0.801526009950047,-0.919546623575841,-0.345029794142631,0.00344745134478754,-0.26796277853976,0.581184945463414,1.21993773634331,0.37843472120054
"GENE63",0.520743027227001,1.53695282857751,1.14857826824705,-0.951900924736574,0.275884339612096,1.50813985413037,0.173669792794781,-0.6406024726072,1.48748445232698,-0.550541845077697,-0.70183992163596,0.294967518986846
"GENE92",0.680924162539817,0.968562801046494,1.2689480212134,-0.753593119294926,0.195929707419531,1.3447462097851,-0.125000219727251,-0.117094158456585,1.23112942038424,-0.00478237681738646,-0.710249570516926,0.0508556537158047
"GENE87",-1.48657896247702,-0.580561895275342,0.971718227514796,-0.785434987766448,1.24274579193965,-0.0278626891807562,0.462104223818004,-0.766518863256346,1.01114321280286,0.349471865823806,0.171734437883835,-0.762883615420701
"GENE3",-0.857791505433861,1.74806597868745,-0.00150792991365827,1.0098855908269,0.821475771980025,1.42977294762342,2.06082704596657,-0.958110566379854,-0.250105290081645,-0.929906130451186,-1.27825582251848,0.0978983928343155
"GENE84",0.552881026476921,0.414223999106532,0.00476400905148926,-0.806364156448803,0.635228984629854,-0.555286883284158,0.211340715610051,-0.0409772362906628,-0.0619253511974752,0.438915292289463,1.01175092862873,0.507652940804643
"GENE47",0.286661952274196,0.194834456896004,-0.215343880165116,-0.671499105466125,0.656146335134328,-0.663477193029343,-0.164717272056609,-0.00662516944942324,-0.288121017798118,0.589961496757813,0.843492615114001,0.65088127730103
"GENE60",-1.01997733134628,1.77013710778451,0.0295370781405063,0.867774746076456,0.917012335953066,1.50819003553286,2.29078898208202,-0.942440267642282,-0.245431937329845,-0.920247547042943,-1.27127919942845,-0.0869488846994512
"GENE49",-0.755227329395389,-0.276114030261625,0.0517110291711827,-0.368864199568927,2.32449438077958,-1.09284711497911,0.434939456684784,-1.6022181864571,0.638970164883078,-0.873354343590865,-0.437420866094726,-1.03117627604831
"GENE25",0.383819407466424,0.317014469771888,-0.714710038910844,0.352717552306124,1.53067798101105,0.856788398501658,0.724983935632851,0.464254565207227,0.623064598980778,-0.369360730105993,1.85770036537113,-0.255904500806866
"GENE46",0.683439980590524,1.10713897957843,1.40964342912603,-0.99062557805617,0.324664038843827,1.2219347848039,-0.181192297283183,-0.394573336182177,1.22675429365693,-0.119879876872844,-1.00914016566903,0.319398574736174
"GENE82",0.180880331579749,0.342122877400523,-0.754027454117432,0.135045329986465,1.36384934822689,0.848397035910451,0.665975221217236,0.405028627514701,0.789957514952956,-0.515293583086573,1.71389005188399,-0.0852227771856771
"GENE69",0.806193594551375,0.22928805307526,0.069971304604136,-0.757329170744847,0.527029910575171,-0.833023649325295,-0.187672106074055,0.146703647113659,0.00165917205236926,0.596726304509357,1.21556570356317,0.206076062758437
"GENE89",0.525771754627739,0.0112872505707513,-0.225312356088984,-0.807919751142381,0.75108818393243,-0.635895595709212,-0.111696588212656,-0.03643143138458,-0.468561850470483,0.514689082417321,0.766310796266839,0.64539302766813
"GENE98",-0.868257306146215,0.34133526730675,0.875066973177327,-0.912221826285831,-0.156872694941546,-0.534032171216032,0.637060715677226,0.307487882337369,1.43727607931761,-0.295595875062165,1.06148668327169,0.841139195388233
"GENE45",-0.123570975580317,-0.927180732370121,0.0590420142522015,-1.23191754179617,-0.504423818597829,1.54793712737795,-0.763745188309997,0.733343311029411,-0.0105861316985345,0.682070967032309,0.811489008019945,1.10541030053749
"GENE10",-1.26729887956948,-0.540737429399449,0.714240367176717,-0.907930669877313,1.13755563622794,-0.000798943086596289,0.187329958683796,-0.348089784833648,0.700477358862091,0.569440641348337,-0.0751839951117778,-0.722162795234607
"GENE57",0.545574150879447,0.224913905155962,0.0336225070975391,-0.989440815127037,0.401337057754094,-0.51766651647574,-0.285972534437735,-0.185538104821592,0.133248363230358,0.171343859881039,1.12255080468463,0.459534740317427
"GENE11",-0.128879230514772,-0.91309674742142,0.26816499385983,-1.31610267522122,-0.780093894750552,1.53518550326791,-0.507813091246607,0.680265138381878,0.182000549893232,0.82031185763426,0.7550098952328,1.10669036752104
"GENE56",-0.974192008747441,0.110884124727455,1.1580358043544,-0.749492059758269,-0.299256019110697,-0.232128471401621,0.634410649294371,0.439027422912352,1.39358080670925,-0.43415910667225,0.92138052352657,1.1970758225956
"GENE38",0.515646112937875,-0.905807419061429,0.495302144944656,-1.16694591772689,-0.996893748222055,1.69869050887173,-0.498489324573844,0.951660434888327,-0.3103033242453,0.728147936428524,1.09896620706344,1.34440473729923
"GENE2",0.00380187263525437,-0.84997773114046,0.0832110567303544,-1.39242833588593,-0.853170461887042,1.98560586020342,-0.539430508367955,0.866587241534056,-0.237750001919539,0.513248341706779,0.82298223420738,1.24555449304309
"GENE29",-0.866593984382466,0.555365013132314,0.792981458334565,-0.814757426417171,-0.210095147746636,-0.463140720710648,0.779521975791059,0.219643572970492,1.16100572024046,-0.0922778663350342,0.961764083245867,0.784590352135039
"GENE75",-1.63874568154068,-0.710333919583164,0.804814268111548,-0.659503040331046,1.34194157115037,0.101971156787611,0.334905606367742,-0.812090586023328,0.860519185513674,0.513470468543371,0.146656068218143,-0.981091518503421
"GENE36",0.428152260994849,0.093877328269607,-0.073436064587958,-0.816615349270841,0.6217415884906,-0.672327879443513,-0.0717744586166443,0.0546495704261443,-0.438538409949983,0.518552271895352,0.823913361930339,0.707314978464272
"GENE53",-1.49093591105817,-0.627354492667864,1.03241124113094,-0.668586156891492,1.16049565065889,-0.058566345040229,0.606080349654978,-0.986411188674717,0.979159433628782,0.55594229423814,0.39109344479026,-0.747224083085686
"GENE1",0.526230128820994,-0.0549778817868362,-0.156429464225801,-0.481123414258607,0.576898436323931,-0.498830014071778,-0.293406541299626,0.0429163419299806,-0.160755965087952,0.462580828090106,1.0979503230178,0.585459567708245
